전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,수정전국매출액,개봉일관객수,개봉일매출액,개봉일매출비율,배우가중치,감독가중치,영화명,개봉일,국적,장르,등급,국내배급사,상장배급사,주요배급사,타겟
1041,1629358056700000000,1901684,3159829257.0,357691,162.93580567,85238.0,688757700.0,22.7,0.55,0.15,내안의 그놈,2019-01-09,1.0,기타,1,0.0,0.0,0,1
823,1587310618800000000,1898121,4616155428.0,521174,158.73106188,397666.0,3166550200.0,26.7,0.4,0.1,수어사이드 스쿼드,2016-08-03,0.0,액션,1,1.0,0.0,1,0
709,1492465448700000000,1891993,3951958987.0,480061,149.24654487,133838.0,1032903000.0,26.7,0.3,0.05,오늘의 연애,2015-01-14,1.0,멜로/로맨스,1,0.0,1.0,1,1
605,1375757450000000000,1888100,3986844000.0,520939,137.575745,69230.0,489326000.0,31.0,0.2,0.2,글러브,2011-01-20,1.0,드라마,3,0.0,1.0,1,1
353,1337235725700000000,1877226,3823887000.0,508812,133.72357257,88942.0,622041500.0,21.2,0.35,0.1,퍼시 잭슨과 번개 도둑,2010-02-11,0.0,기타,2,1.0,0.0,1,0
524,1406391343700000000,1873327,3623264000.0,456531,140.63913437,76637.0,555356000.0,37.0,0.8,0.05,해결사,2010-09-09,1.0,액션,1,0.0,1.0,1,1
567,1379886444600000000,1865195,4915094946.0,642588,137.98864446,90935.0,617431000.0,35.6,0.55,0.1,연애의 온도,2013-03-21,1.0,멜로/로맨스,0,0.0,1.0,1,0
504,1356260850000000000,1864408,3413341000.0,443026,135.626085,120980.0,842446000.0,29.2,1.35,0.05,아이들...,2011-02-17,1.0,범죄,1,0.0,1.0,1,1
1297,1622244694200000000,1864076,3961025202.0,444222,162.22446942,250106.0,2045376200.0,41.0,1.15,0.25,마약왕,2018-12-19,1.0,범죄,0,0.0,1.0,1,0
616,1508810500000000000,1860934,4082036100.0,487343,150.88105,321653.0,2644551100.0,17.5,0.85,0.15,테이큰 3,2015-01-01,0.0,액션,1,1.0,0.0,1,0
537,1333476250000000000,1857392,3257620500.0,430385,133.347625,68660.0,479262000.0,18.3,0.65,0.1,코리아,2012-05-03,1.0,드라마,2,0.0,1.0,1,0
766,1445704850000000000,1855917,4297507500.0,525451,144.570485,119732.0,916710500.0,46.8,1.6,0.15,지.아이.조 2,2013-03-28,0.0,액션,1,0.0,1.0,1,1
775,1455493561200000000,1854867,3471668912.0,427607,145.54935612,78816.0,586213900.0,20.9,0.1,0.05,노무현입니다,2017-05-25,1.0,기타,2,0.0,1.0,0,1
740,1304851974500000000,1854625,3235828745.0,440958,130.48519745,90148.0,604185500.0,29.1,0.65,0.1,집으로 가는 길,2013-12-11,1.0,드라마,1,0.0,1.0,1,1
494,1414893702500000000,1848418,4418565000.0,551368,141.48937025,116046.0,857746500.0,21.9,1.15,0.15,악마를 보았다,2010-08-12,1.0,기타,0,0.0,1.0,1,1
1285,1522281184800000000,1826714,3228907718.0,376646,152.22811848,253727.0,1520316950.0,24.2,1.0,0.1,뺑반,2019-01-30,1.0,범죄,1,0.0,1.0,1,1
552,1384521861600000000,1823116,4448949593.0,564999,138.45218616,72532.0,518342500.0,25.4,0.3,0.1,나의 PS 파트너,2012-12-06,1.0,멜로/로맨스,0,0.0,1.0,1,1
1105,1430213203000000000,1820842,4498038930.0,548085,143.0213203,186718.0,1439987500.0,39.2,0.5,0.1,007 스펙터,2015-11-11,0.0,액션,1,1.0,0.0,1,1
975,1541792292500000000,1804112,3329066895.0,375676,154.17922925,97117.0,817343910.0,21.9,1.0,0.2,변신,2019-08-21,1.0,기타,1,0.0,0.0,0,0
656,1320352304200000000,1790457,3808832042.0,490893,132.03523042,88558.0,630548000.0,34.1,1.05,0.15,분노의 질주: 더 맥시멈,2013-05-22,0.0,액션,1,1.0,0.0,1,1
1308,1462969279500000000,1786386,4549730995.0,524158,146.29692795,153553.0,1246482600.0,41.2,0.35,0.2,저스티스 리그,2017-11-15,0.0,액션,2,1.0,0.0,1,1
611,1233311088200000000,1766285,3073743882.0,413549,123.33110882,114573.0,760479500.0,33.1,0.6,0.05,공범,2013-10-24,1.0,기타,1,0.0,1.0,1,0
658,1401771673100000000,1764233,5591958031.0,681067,140.17716731,64919.0,479906800.0,26.0,0.45,0.15,나를 찾아줘(미),2014-10-23,0.0,기타,0,1.0,0.0,1,0
892,1348990463200000000,1762742,3054751306.0,383850,134.89904632,128396.0,941928500.0,28.5,1.05,0.2,대호,2015-12-16,1.0,기타,2,0.0,1.0,1,0
513,1644135550000000000,1762070,4505618000.0,442035,164.413555,84845.0,786511000.0,29.8,0.25,0.1,걸리버 여행기,2011-01-27,0.0,코미디,3,1.0,0.0,1,0
1453,1387702972300000000,1754375,3619852653.0,429885,138.77029723,125882.0,942808600.0,30.5,0.3,0.1,주먹왕 랄프 2: 인터넷 속으로,2019-01-03,0.0,애니메이션,3,1.0,0.0,1,1
541,1365474612000000000,1743774,4581883920.0,569958,136.5474612,75824.0,569536400.0,13.7,0.7,0.1,이미테이션 게임,2015-02-17,0.0,드라마,1,0.0,0.0,0,1
724,1273223650000000000,1737253,3596610500.0,473110,127.322365,88068.0,610386500.0,41.6,1.1,0.2,전설의 주먹,2013-04-10,1.0,드라마,0,0.0,1.0,1,1
676,1337152230200000000,1735640,3805990802.0,474188,133.71522302,107854.0,785867900.0,22.7,0.9,0.15,제보자,2014-10-02,1.0,드라마,2,0.0,0.0,0,0
795,1325795338900000000,1729426,3515441489.0,434689,132.57953389,30628.0,220602700.0,5.0,0.7,0.05,씽,2016-12-21,0.0,애니메이션,3,1.0,0.0,1,1
617,1320041250000000000,1726202,4746233500.0,593077,132.004125,165606.0,1188449500.0,40.6,1.15,0.05,러브픽션,2012-02-29,1.0,멜로/로맨스,1,0.0,1.0,1,1
482,1402039580000000000,1721757,4048575300.0,488376,140.203958,123601.0,749584000.0,22.9,1.05,0.05,킬러의 보디가드,2017-08-30,0.0,액션,1,0.0,0.0,0,1
454,1273101600000000000,1719772,4700697000.0,606387,127.31016,46216.0,330076500.0,21.9,0.15,0.05,언터처블: 1%의 우정,2012-03-22,0.0,코미디,2,0.0,1.0,1,0
451,1268453050000000000,1717566,3145453500.0,405140,126.845305,60590.0,425812000.0,16.1,0.85,0.35,평양성,2011-01-27,1.0,기타,2,0.0,1.0,1,0
847,1441190715200000000,1714071,3828644552.0,430540,144.11907152,92875.0,788535900.0,42.2,0.75,0.15,샌 안드레아스,2015-06-03,0.0,액션,2,1.0,0.0,1,1
552,1180828600000000000,1713891,3136119000.0,433742,118.08286,59752.0,401270000.0,20.6,1.1,0.05,파파로티,2013-03-14,1.0,드라마,1,0.0,1.0,1,1
791,1381482486400000000,1708672,3546830914.0,421003,138.14824864,124781.0,946055400.0,19.2,1.05,0.1,쥬만지: 새로운 세계,2018-01-03,0.0,액션,2,1.0,0.0,1,1
829,1350958191100000000,1707487,3396629711.0,414692,135.09581911,96139.0,713911500.0,32.2,1.25,0.2,쎄시봉,2015-02-05,1.0,멜로/로맨스,1,0.0,1.0,1,1
496,1598540700000000000,1694529,5350815000.0,519905,159.85407,81994.0,857350000.0,47.2,0.25,0.2,토르: 천둥의 신,2011-04-28,0.0,액션,2,0.0,1.0,1,1
984,1395164438300000000,1685933,3315501383.0,382935,139.51644383,93804.0,743887100.0,39.5,0.85,0.05,콩: 스컬 아일랜드,2017-03-08,0.0,액션,2,1.0,0.0,1,1
679,1168838288800000000,1676040,2648698888.0,362379,116.88382888,157026.0,1046098500.0,23.2,0.7,0.05,피끓는 청춘,2014-01-22,1.0,코미디,1,0.0,1.0,1,1
952,1360945613500000000,1675798,4134850035.0,490806,136.09456135,137005.0,851225800.0,23.7,0.4,0.2,23 아이덴티티,2017-02-22,0.0,기타,1,1.0,0.0,1,0
1081,1402483842400000000,1671548,3416787594.0,394373,140.24838424,219234.0,1365529550.0,30.2,1.35,0.1,PMC: 더 벙커,2018-12-26,1.0,액션,1,0.0,1.0,1,1
615,1249897895900000000,1661230,3023319659.0,382230,124.98978959,145138.0,1014987800.0,11.9,0.65,0.1,마다가스카의 펭귄,2014-12-31,0.0,애니메이션,3,0.0,1.0,1,0
501,1229180970400000000,1648070,3012620000.0,376094,122.91809704,43227.0,321662000.0,6.1,0.25,0.05,아이스 에이지 4: 대륙 이동설,2012-07-25,0.0,애니메이션,3,1.0,0.0,1,0
496,1224096450000000000,1646142,3347272500.0,427942,122.409645,97419.0,682434500.0,25.2,1.0,0.2,공모자들,2012-08-29,1.0,범죄,0,0.0,0.0,0,1
242,1200591700000000000,1640351,3938125000.0,517602,120.05917,23905.0,168657500.0,5.8,0.15,0.15,그대를 사랑합니다,2011-02-17,1.0,드라마,1,0.0,1.0,1,1
1054,1264879372300000000,1634403,3034042823.0,380247,126.48793723,108463.0,640011200.0,25.7,0.85,0.1,임금님의 사건수첩,2017-04-26,1.0,코미디,2,0.0,1.0,1,1
564,1249486000000000000,1626704,3690019500.0,447184,124.9486,226836.0,1791207500.0,18.4,0.25,0.1,마다가스카3 : 이번엔 서커스다!,2012-06-06,0.0,애니메이션,3,0.0,1.0,1,0
973,1377260413400000000,1625037,3195307954.0,367990,137.72604134,74718.0,600962410.0,25.3,0.35,0.05,걸캅스,2019-05-09,1.0,코미디,1,0.0,1.0,1,0
294,1248409600000000000,1623199,5412384000.0,677998,124.84096,45299.0,332753500.0,13.5,0.4,0.1,블랙 스완,2011-02-24,0.0,드라마,0,1.0,0.0,1,0
457,1229286800000000000,1621973,4007958500.0,504937,122.92868,38205.0,281280500.0,27.8,1.05,0.15,분노의 질주: 언리미티드,2011-04-20,0.0,기타,1,1.0,0.0,1,1
555,1169401130000000000,1613392,2889534200.0,382305,116.940113,54153.0,385691900.0,20.9,0.35,0.2,우아한 거짓말,2014-03-13,1.0,드라마,2,0.0,1.0,0,1
550,1176529350000000000,1612554,2751165500.0,355720,117.652935,103979.0,735723000.0,30.8,0.75,0.1,하울링,2012-02-16,1.0,범죄,1,0.0,1.0,1,1
629,1219162303400000000,1611519,2557981934.0,322968,121.91623034,99364.0,715087300.0,15.3,0.6,0.05,두근두근 내 인생,2014-09-03,1.0,드라마,2,0.0,1.0,1,1
1405,1291730614500000000,1609737,3155811715.0,380265,129.17306145,380092.0,2358170340.0,27.2,0.4,0.1,사자,2019-07-31,1.0,기타,1,0.0,1.0,1,0
607,1296482800000000000,1605271,4797934000.0,557358,129.64828,73961.0,591687500.0,27.7,0.65,0.15,스타트렉 다크니스,2013-05-30,0.0,액션,2,0.0,1.0,1,1
1351,1327577249000000000,1599290,3015779340.0,352559,132.7577249,156629.0,1238347750.0,53.3,0.7,0.2,창궐,2018-10-25,1.0,기타,1,0.0,1.0,1,0
555,1174634012900000000,1596574,3818192500.0,492605,117.46340129,73641.0,525724500.0,24.6,0.65,0.25,로빈 후드,2010-05-13,0.0,액션,1,1.0,0.0,1,0
794,1230916456800000000,1593694,2963876068.0,366753,123.09164568,97241.0,721519700.0,31.3,0.85,0.05,더 폰,2015-10-22,1.0,기타,1,0.0,1.0,1,1
1010,1323649073700000000,1593386,2517251837.0,293079,132.36490737,135764.0,1063308250.0,32.1,1.0,0.05,성난황소,2018-11-22,1.0,범죄,1,0.0,1.0,1,1
720,1339515970000000000,1593116,4270110800.0,481429,133.951597,119549.0,965214100.0,46.1,0.25,0.05,300: 제국의 부활,2014-03-06,0.0,액션,0,1.0,0.0,1,1
392,1581250650000000000,1588373,6744353500.0,631357,158.125065,161038.0,1465409500.0,14.8,0.15,0.1,라이프 오브 파이,2013-01-01,0.0,기타,3,1.0,0.0,1,1
416,1181648867700000000,1571432,2859696500.0,358104,118.16488677,47632.0,346714000.0,18.4,0.65,0.1,무적자,2010-09-16,1.0,드라마,1,0.0,1.0,1,1
436,1244562624500000000,1561815,5238475345.0,635871,124.45626245,25816.0,193948100.0,9.1,0.15,0.15,위플래쉬,2015-03-12,0.0,드라마,1,0.0,1.0,1,1
1016,1309094970700000000,1561643,3204981287.0,368023,130.90949707,441893.0,3832868850.0,23.3,0.3,0.05,범블비,2018-12-25,0.0,액션,2,0.0,1.0,1,1
553,1124101300000000000,1552055,3368822000.0,444111,112.41013,84818.0,587347000.0,30.4,1.25,0.1,용의자X,2012-10-18,1.0,기타,1,0.0,1.0,1,0
954,1269461248600000000,1545442,2808006386.0,326012,126.94612486,122978.0,959146850.0,28.3,0.5,0.05,도어락,2018-12-05,1.0,기타,1,0.0,0.0,0,0
634,1116584150000000000,1515356,3772808000.0,484314,111.658415,90976.0,643618500.0,35.9,0.85,0.1,오블리비언,2013-04-11,0.0,액션,1,1.0,0.0,1,1
686,1108827127600000000,1515104,2466450593.0,325206,110.88271276,57231.0,403348900.0,5.8,0.4,0.15,몬스터 호텔 2,2015-12-24,0.0,애니메이션,3,1.0,0.0,1,1
865,1244413392600000000,1511145,3884573126.0,451543,124.44133926,97384.0,798166600.0,38.4,0.35,0.25,엑소더스: 신들과 왕들,2014-12-03,0.0,드라마,2,1.0,0.0,1,0
413,1122040850000000000,1507084,3504286500.0,450844,112.204085,33304.0,238598000.0,7.5,0.3,0.1,퍼펙트 게임,2011-12-21,1.0,드라마,2,0.0,1.0,1,1
971,1234061057600000000,1506942,3246170416.0,369678,123.40610576,124517.0,826467640.0,13.2,0.6,0.15,드래곤 길들이기 3,2019-01-30,0.0,애니메이션,3,1.0,0.0,1,1
884,1192481818500000000,1505560,3853015885.0,474626,119.24818185,131350.0,779250900.0,18.7,0.6,0.15,리틀 포레스트,2018-02-28,1.0,드라마,3,0.0,0.0,0,1
926,1277087984000000000,1500830,3608327100.0,398361,127.7087984,168049.0,1375371400.0,43.1,0.45,0.1,인디펜던스 데이 : 리써전스,2016-06-22,0.0,액션,2,1.0,0.0,1,0
394,1455642097000000000,1484843,5326645000.0,511917,145.5642097,110392.0,1089800500.0,20.8,0.35,0.1,토이 스토리 3,2010-08-05,0.0,기타,3,1.0,0.0,1,1
1132,1258677110400000000,1475087,4105738924.0,463806,125.86771104,213624.0,1319500490.0,38.0,0.2,0.1,어스,2019-03-27,0.0,기타,1,1.0,0.0,1,1
551,1198940067800000000,1472006,3327822078.0,395351,119.89400678,90899.0,623852500.0,18.1,0.7,0.1,차이나타운,2015-04-29,1.0,범죄,0,0.0,1.0,0,1
984,1207731289200000000,1470753,3606050352.0,421172,120.77312892,102502.0,776978000.0,15.6,0.25,0.15,스윙키즈,2018-12-19,1.0,드라마,2,0.0,1.0,1,0
889,1159090829800000000,1468301,2357877298.0,287039,115.90908298,100941.0,746500200.0,27.1,1.1,0.1,부라더,2017-11-02,1.0,코미디,2,0.0,0.0,0,1
584,1163131021900000000,1466830,3232230219.0,393674,116.31310219,174827.0,1325577900.0,20.1,1.0,0.05,해무(海霧),2014-08-13,1.0,드라마,0,0.0,1.0,1,1
636,1071386300000000000,1462280,3478893500.0,452507,107.13863,109502.0,771132500.0,41.3,0.35,0.15,브레이킹 던 part1,2011-11-30,0.0,드라마,1,0.0,1.0,1,0
486,1080555500000000000,1452872,2214827000.0,279930,108.05555,68406.0,546963000.0,8.3,0.2,0.15,새미의 어드벤쳐 2,2012-08-01,0.0,애니메이션,3,0.0,1.0,1,1
562,1058058214300000000,1445124,4776767643.0,625029,105.80582143,93346.0,649972500.0,26.4,0.35,0.05,위대한 개츠비,2013-05-16,0.0,드라마,1,1.0,0.0,1,0
1108,1219139569000000000,1444952,3153886600.0,352835,121.9139569,70017.0,577899830.0,28.1,0.55,0.05,말레피센트 2,2019-10-17,0.0,기타,2,1.0,0.0,1,1
682,1128478740000000000,1441964,3245824400.0,399065,112.847874,89092.0,671799900.0,33.3,0.3,0.1,인간중독,2014-05-14,1.0,멜로/로맨스,0,0.0,1.0,1,0
936,1183504957400000000,1441813,2227671104.0,263613,118.35049574,133028.0,1031612550.0,10.9,0.7,0.1,나의 특별한 형제,2019-05-01,1.0,드라마,2,0.0,1.0,1,0
459,1082570300000000000,1438056,2967502000.0,373401,108.25703,69810.0,502577000.0,13.7,0.55,0.05,다이하드: 굿 데이 투 다이,2013-02-06,0.0,액션,1,1.0,0.0,1,1
764,1148368684500000000,1426873,2822840805.0,336208,114.83686845,82893.0,621749000.0,14.0,0.7,0.15,탐정 홍길동: 사라진 마을,2016-05-04,1.0,드라마,1,0.0,1.0,1,1
567,1001120050000000000,1416053,2410370500.0,324400,100.112005,63499.0,428871500.0,28.5,0.45,0.05,런닝맨,2013-04-04,1.0,액션,1,1.0,0.0,1,1
509,1040856526200000000,1407681,3349797000.0,432451,104.08565262,40733.0,303046500.0,23.8,1.05,0.35,구르믈 버서난 달처럼,2010-04-28,1.0,기타,1,0.0,0.0,0,1
702,1151188950000000000,1402809,5093464700.0,606546,115.118895,40995.0,306750400.0,6.5,0.65,0.05,위대한 쇼맨,2017-12-20,0.0,드라마,2,1.0,0.0,1,0
717,1140587039500000000,1399771,2957265515.0,356087,114.05870395,110492.0,942820700.0,11.3,0.4,0.1,벤허,2016-09-14,0.0,기타,2,0.0,1.0,1,0
554,1077696590000000000,1397526,3434954900.0,423807,107.769659,56603.0,430000100.0,17.9,0.45,0.05,말레피센트,2014-05-29,0.0,액션,2,1.0,0.0,1,0
396,1407889654300000000,1394110,3563315000.0,333170,140.78896543,135385.0,1389114000.0,33.5,0.15,0.2,라스트 에어벤더,2010-08-19,0.0,액션,3,0.0,1.0,1,1
751,1065234666000000000,1387599,2887719160.0,362973,106.5234666,97245.0,561258200.0,17.8,0.65,0.05,기억의 밤,2017-11-29,1.0,기타,1,0.0,0.0,0,1
833,1141276879800000000,1387508,2666693198.0,315506,114.12768798,161564.0,1234112400.0,15.9,0.95,0.05,골든슬럼버,2018-02-14,1.0,범죄,1,0.0,1.0,1,0
909,1195198010900000000,1385511,2979863959.0,329834,119.51980109,74779.0,604887250.0,29.5,0.75,0.15,램페이지,2018-04-12,0.0,액션,2,1.0,0.0,1,1
714,1100309540200000000,1382480,3024232752.0,365202,110.03095402,45059.0,341139800.0,17.0,0.2,0.1,해피 데스데이,2017-11-08,0.0,기타,1,1.0,0.0,1,1
561,1030312770000000000,1373873,3209370000.0,409656,103.031277,76924.0,547859000.0,19.2,0.15,0.25,폼페이: 최후의 날,2014-02-20,0.0,액션,1,0.0,1.0,1,1
996,1095662183500000000,1373316,2863320535.0,345963,109.56621835,174011.0,1323933200.0,33.5,1.0,0.2,브이아이피,2017-08-23,1.0,범죄,0,1.0,0.0,1,0
1154,1049476894500000000,1362634,2869531745.0,360598,104.94768945,186007.0,1114329400.0,44.8,1.2,0.1,특별시민,2017-04-26,1.0,드라마,1,0.0,1.0,1,1
590,1036764068600000000,1362114,3235026086.0,408093,103.67640686,74695.0,544090900.0,18.8,0.6,0.1,퓨리,2014-11-20,0.0,액션,1,1.0,0.0,1,0
433,975255529600000000,1346754,2184448796.0,283739,97.52555296,48130.0,343191000.0,15.9,0.15,0.05,차형사,2012-05-30,1.0,코미디,1,0.0,1.0,1,0
521,991772800000000000,1346274,3405009000.0,446283,99.17728,60122.0,422294000.0,19.6,1.2,0.15,은교,2012-04-25,1.0,멜로/로맨스,0,0.0,1.0,1,0
966,1047887543800000000,1340117,2478594738.0,309094,104.78875438,175057.0,1060297900.0,25.5,0.55,0.05,궁합,2018-02-28,1.0,코미디,2,0.0,1.0,1,1
525,1172668200000000000,1338411,4049820000.0,437778,117.26682,86454.0,767699500.0,28.2,0.3,0.1,신들의 전쟁,2011-11-10,0.0,드라마,0,0.0,1.0,1,0
837,1169432526600000000,1335181,4461638766.0,496738,116.94325266,195523.0,1751397800.0,20.0,1.05,0.1,오션스8,2018-06-13,0.0,액션,2,1.0,0.0,1,0
840,933799000000000000,1328890,2389631500.0,321292,93.3799,94955.0,664858000.0,26.5,0.7,0.15,미스터 고,2013-07-17,1.0,코미디,2,0.0,1.0,1,1
814,975343423800000000,1328394,2322181446.0,300420,97.53434238,74492.0,523650100.0,16.1,0.0,0.05,굿 다이노,2016-01-07,0.0,애니메이션,3,1.0,0.0,1,1
477,1060770390800000000,1321751,3096355208.0,372677,106.07703908,74586.0,578048300.0,18.8,0.2,0.05,드라큘라: 전설의 시작,2014-10-08,0.0,기타,1,1.0,0.0,1,0
925,1068639731600000000,1314274,2577142716.0,309566,106.86397316,57161.0,438121700.0,26.2,0.65,0.05,사라진 밤,2018-03-07,1.0,기타,1,0.0,0.0,1,1
539,1109823918400000000,1311190,4116280484.0,460828,110.98239184,121866.0,964659300.0,10.9,0.65,0.1,가디언즈 오브 갤럭시,2014-07-31,0.0,액션,2,1.0,0.0,1,0
576,931654850000000000,1310895,2407402000.0,326457,93.165485,68841.0,450784000.0,21.1,1.4,0.25,간첩,2012-09-20,1.0,드라마,1,0.0,1.0,1,1
441,979935800000000000,1307873,3039985500.0,384389,97.99358,66551.0,485783000.0,37.3,0.3,0.15,월드 인베이젼,2011-03-10,0.0,기타,2,1.0,0.0,1,0
841,1074582626400000000,1307226,3395853714.0,396001,107.45826264,279185.0,2310310850.0,23.1,0.55,0.25,에이리언: 커버넌트,2017-05-09,0.0,기타,1,1.0,0.0,1,0
711,1033211708300000000,1305145,2153814083.0,257679,103.32117083,121834.0,918972900.0,17.7,0.3,0.1,장산범,2017-08-17,1.0,기타,1,0.0,1.0,1,0
891,999242504900000000,1278894,3349055436.0,414976,99.92425049,396224.0,3136359200.0,26.5,0.55,0.05,셜록: 유령신부,2016-01-02,0.0,범죄,2,0.0,0.0,0,0
403,963829350000000000,1277301,3714195000.0,469899,96.382935,62694.0,458953500.0,21.2,0.5,0.1,소스 코드,2011-05-04,0.0,액션,2,0.0,1.0,1,0
356,935640450000000000,1246185,2480022000.0,313190,93.564045,103609.0,800772500.0,11.1,0.45,0.1,간기남,2012-04-11,1.0,코미디,0,0.0,1.0,1,1
1078,1023345504000000000,1245532,2970923290.0,346201,102.3345504,173513.0,1027952800.0,24.8,0.65,0.15,유열의 음악앨범,2019-08-28,1.0,멜로/로맨스,2,0.0,1.0,0,1
319,878492767100000000,1233582,2278826500.0,302702,87.84927671,32121.0,221661000.0,17.1,0.5,0.15,육혈포 강도단,2010-03-18,1.0,코미디,1,0.0,1.0,1,1
479,902476600000000000,1231024,2220052500.0,289140,90.24766,9784.0,67650500.0,2.3,0.15,0.05,메리다와 마법의 숲,2012-09-27,0.0,애니메이션,3,1.0,0.0,1,1
422,932856256800000000,1228673,2982025500.0,373247,93.28562568,40351.0,295872500.0,26.0,0.45,0.05,심야의 F.M.,2010-10-14,1.0,기타,0,0.0,1.0,1,1
691,979208206500000000,1225142,2119260245.0,255249,97.92082065,75630.0,555899700.0,20.6,1.55,0.05,특별수사: 사형수의 편지,2016-06-16,1.0,범죄,1,0.0,1.0,1,0
560,911164808700000000,1221420,2127543287.0,272430,91.11648087,91576.0,642206500.0,22.5,0.95,0.15,찌라시: 위험한 소문,2014-02-20,1.0,범죄,1,0.0,1.0,1,1
448,895823600000000000,1219637,2911318500.0,378245,89.58236,250229.0,1856863000.0,17.1,0.25,0.05,토탈 리콜,2012-08-15,0.0,기타,1,1.0,0.0,1,1
524,843150471900000000,1212270,2667346719.0,365215,84.31504719,56240.0,364250000.0,16.8,0.5,0.1,결혼전야,2013-11-21,1.0,멜로/로맨스,1,0.0,0.0,0,0
335,1476712551600000000,1209538,4547529000.0,365095,147.67125516,53947.0,657877500.0,35.0,0.25,0.25,레지던트 이블 4: 끝나지 않은 전쟁 3D,2010-09-16,0.0,기타,0,1.0,0.0,1,1
588,901799450000000000,1207732,3172662500.0,403184,90.179945,132038.0,924420000.0,30.3,0.5,0.1,엘리시움,2013-08-29,0.0,기타,0,1.0,0.0,1,0
685,973072014400000000,1206917,2546959444.0,304997,97.30720144,73305.0,543427900.0,20.7,0.3,0.1,악녀,2017-06-08,1.0,액션,0,0.0,1.0,1,0
707,853477746200000000,1204666,2054267462.0,274966,85.34777462,134531.0,912569500.0,31.1,0.8,0.05,깡철이,2013-10-02,1.0,드라마,1,0.0,1.0,1,0
986,1055216668000000000,1202391,3815033750.0,416330,105.5216668,52484.0,435610970.0,15.4,0.55,0.2,포드 V 페라리,2019-12-04,0.0,액션,2,1.0,0.0,1,0
733,972988219500000000,1202058,2733406795.0,325133,97.29882195,155917.0,1295199400.0,23.7,0.75,0.05,시간이탈자,2016-04-13,1.0,기타,1,0.0,1.0,1,0
539,860048937100000000,1201640,1993557324.0,264850,86.00489371,206793.0,1503244500.0,13.9,0.45,0.05,R2B: 리턴투베이스,2012-08-15,1.0,액션,1,0.0,1.0,1,0
915,987973782200000000,1201576,2434113422.0,284100,98.79737822,386128.0,3220411500.0,36.3,0.95,0.05,해빙,2017-03-01,1.0,기타,1,0.0,1.0,1,0
541,853432207000000000,1201033,2327450570.0,314005,85.3432207,80164.0,546527500.0,21.3,0.35,0.05,더 웹툰: 예고살인,2013-06-27,1.0,기타,1,0.0,1.0,1,1
862,978657584000000000,1186283,1958959300.0,230586,97.8657584,45516.0,357545220.0,17.3,0.95,0.05,생일,2019-04-03,1.0,드라마,3,0.0,1.0,1,0
985,970220667500000000,1183959,2250342475.0,271361,97.02206675,95534.0,712977000.0,30.1,0.95,0.15,바람 바람 바람,2018-04-05,1.0,코미디,0,0.0,1.0,1,0
502,1127600829000000000,1182228,3347082500.0,323930,112.7600829,32521.0,333776000.0,22.6,0.2,0.05,나니아 연대기: 새벽 출정호의 항해,2010-12-08,0.0,기타,3,1.0,0.0,1,0
627,895209657800000000,1177438,2231518478.0,280152,89.52096578,75112.0,542616800.0,21.8,1.3,0.05,빅매치,2014-11-27,1.0,액션,1,0.0,1.0,1,1
990,988786390600000000,1176076,1965170736.0,229545,98.87863906,55320.0,428802330.0,7.6,0.45,0.1,"힘을 내요, 미스터 리",2019-09-11,1.0,코미디,2,0.0,1.0,1,0
477,836170812400000000,1169839,2687807624.0,357532,83.61708124,77239.0,533195000.0,27.4,0.5,0.05,웜 바디스,2013-03-14,0.0,멜로/로맨스,1,0.0,1.0,1,1
767,936113364800000000,1168625,2667189948.0,319506,93.61133648,92278.0,677051000.0,22.2,0.8,0.1,"당신, 거기 있어줄래요",2016-12-14,1.0,기타,2,0.0,1.0,1,1
499,886469558900000000,1168427,2961796289.0,376321,88.64695589,19124.0,139569700.0,3.4,0.7,0.35,동주,2016-02-17,1.0,드라마,2,0.0,0.0,0,0
643,877687061100000000,1165488,2880753111.0,365067,87.76870611,118042.0,835563000.0,34.3,0.9,0.1,돈의 맛,2012-05-17,1.0,드라마,0,0.0,1.0,1,0
736,1014026920500000000,1163120,3013648005.0,324321,101.40269205,114226.0,946125700.0,26.8,0.2,0.1,워크래프트: 전쟁의 서막,2016-06-09,0.0,액션,2,1.0,0.0,1,0
688,870738964300000000,1160935,2204750243.0,284742,87.07389643,53241.0,375613800.0,21.8,0.4,0.1,장수상회,2015-04-09,1.0,멜로/로맨스,2,0.0,1.0,1,1
447,833034250000000000,1160021,1681261500.0,224852,83.303425,153719.0,1087713500.0,12.8,0.15,0.1,가문의 영광5 - 가문의 귀환,2012-12-19,1.0,코미디,1,0.0,1.0,1,1
618,884053021900000000,1159787,2288636719.0,286952,88.40530219,98673.0,716393200.0,20.7,0.8,0.1,슬로우 비디오,2014-10-02,1.0,드라마,2,1.0,0.0,1,0
1094,929006510100000000,1157707,2043598641.0,247961,92.90065101,99754.0,581266750.0,14.8,0.3,0.05,항거:유관순 이야기,2019-02-27,1.0,드라마,2,0.0,1.0,1,1
716,1019323282000000000,1157472,3559199400.0,381110,101.9323282,83066.0,701970400.0,14.7,0.75,0.15,스타트렉 비욘드,2016-08-17,0.0,액션,2,0.0,1.0,1,0
790,888161625600000000,1153109,2457671256.0,307997,88.81616256,139198.0,819369900.0,21.9,0.65,0.1,미씽: 사라진 여자,2016-11-30,1.0,기타,1,0.0,0.0,0,1
