,영화명,개봉일,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분,개봉연도,평균 제작비,국내배급사,상장배급사,주요배급사,개봉일관객수,개봉일매출액,개봉일매출비율,타겟,대표코드
455,장사리 : 잊혀진 영웅들,2019-09-25,1.0,1090,8997921050,1140876,1699010620.0,208596,전쟁,2,1,2019,29.0,1.0,0.0,1,129938.0,770367470.0,31.0,0,20193601
456,고령화 가족,2013-05-09,1.0,583,8159482153,1139250,2429592653.0,324221,드라마,1,1,2013,21.4,0.0,1.0,1,67251.0,458194500.0,26.8,0,20120426
457,김종욱 찾기,2010-12-08,1.0,442,8271660983,1130638,3070574500.0,396698,멜로/로맨스,2,1,2010,21.6,0.0,1.0,1,48375.0,346969500.0,23.5,0,20101200
458,하루,2017-06-15,1.0,781,9068009842,1129018,2244976142.0,270183,스릴러,1,1,2017,26.3,0.0,1.0,0,77978.0,582488900.0,29.3,0,20166384
459,헝거게임: 캣칭 파이어,2013-11-21,0.0,630,7850816000,1125739,2851643500.0,385304,판타지,1,1,2013,21.4,0.0,1.0,1,74320.0,478142500.0,22.0,1,20138544
460,챔피언,2018-05-01,1.0,874,9441064230,1125319,1846376630.0,212475,드라마,2,1,2018,26.8,1.0,0.0,1,139965.0,1101385100.0,14.8,1,20189783
461,성난 변호사,2015-10-08,1.0,607,8697174039,1124918,2126132839.0,263369,범죄,1,1,2015,19.9,0.0,1.0,1,89466.0,659208600.0,15.2,1,20142855
462,특수본,2011-11-24,1.0,471,8096052500,1118258,2269510500.0,299090,액션,1,1,2011,22.7,0.0,1.0,1,58276.0,401240000.0,27.5,0,20110906
463,마이펫의 이중생활 2,2019-07-31,0.0,933,8512830825,1114941,1937926035.0,239636,애니메이션,3,1,2019,29.0,1.0,0.0,1,175928.0,1149515190.0,13.3,0,20183844
464,라이트 아웃,2016-08-24,0.0,659,8892177975,1111158,2086096975.0,248265,공포(호러),1,1,2016,24.0,1.0,0.0,1,57997.0,445513550.0,15.0,0,20163217
465,회사원,2012-10-11,1.0,549,8321175000,1110523,2544330000.0,323549,액션,0,1,2012,20.3,0.0,1.0,1,106990.0,759283000.0,34.8,1,20113886
466,간신,2015-05-21,1.0,697,8946842910,1110246,2421410210.0,289236,사극,0,1,2015,19.9,0.0,1.0,1,83605.0,634028200.0,24.3,0,20142402
467,박물관이 살아있다 : 비밀의 무덤,2015-01-14,0.0,500,8170784606,1101678,2209722306.0,288421,어드벤처,3,1,2015,19.9,1.0,0.0,1,51438.0,375793500.0,9.7,0,20143541
468,베스트셀러,2010-04-15,1.0,317,8110824681,1099665,2478553500.0,317714,미스터리,1,1,2010,21.6,0.0,0.0,0,26661.0,192263500.0,20.1,1,20100131
469,롱 리브 더 킹: 목포 영웅,2019-06-19,1.0,965,9218262910,1092738,1631602490.0,189422,액션,1,1,2019,29.0,0.0,0.0,0,117538.0,950490120.0,29.2,0,20198453
470,마루 밑 아리에티,2010-09-09,0.0,337,7773942884,1083746,2826512500.0,373176,애니메이션,3,1,2010,21.6,0.0,1.0,1,42664.0,309694000.0,20.6,0,20100810
471,퍼시픽 림: 업라이징,2018-03-21,0.0,1145,8962712795,1077235,2487116295.0,278336,액션,1,1,2018,26.8,1.0,0.0,1,114862.0,924423500.0,43.1,0,20174603
472,가디언즈,2012-11-29,0.0,470,8212243000,1075584,2372102000.0,283476,애니메이션,3,1,2012,20.3,0.0,1.0,1,19554.0,161492000.0,6.5,0,20126407
473,더 울버린,2013-07-25,0.0,707,7849518000,1075333,2418747500.0,311251,액션,1,1,2013,21.4,1.0,0.0,1,138359.0,966698000.0,29.9,1,20137121
474,몬스터 호텔 3,2018-08-08,0.0,715,7932156800,1072006,1410233600.0,183174,애니메이션,3,1,2018,26.8,1.0,0.0,1,86565.0,591579000.0,6.6,1,20184802
475,오빠생각,2016-01-21,1.0,855,8058857287,1069436,1899517093.0,242400,드라마,2,1,2016,24.0,0.0,1.0,1,78467.0,571183100.0,26.8,0,20158483
476,"날, 보러와요",2016-04-07,1.0,683,8821335063,1061412,2079948563.0,242864,미스터리,0,1,2016,24.0,0.0,0.0,0,42192.0,323237000.0,26.8,1,20152782
477,수상한 고객들,2011-04-14,1.0,411,7953428000,1059350,2669850500.0,339494,코미디,1,1,2011,22.7,0.0,1.0,1,37976.0,270742000.0,25.5,1,20119974
478,쥬만지: 넥스트 레벨,2019-12-11,0.0,1195,8774663410,1054963,2201963140.0,252833,액션,2,1,2019,29.0,1.0,0.0,1,109502.0,860453620.0,29.1,1,20198681
479,그놈이다,2015-10-28,1.0,681,8098811152,1046313,1801920452.0,223764,스릴러,1,1,2015,19.9,0.0,1.0,0,97168.0,594482700.0,26.7,0,20157465
480,동창생,2013-11-06,1.0,660,6983395126,1044522,1583311126.0,221965,액션,1,1,2013,21.4,0.0,1.0,1,125671.0,829715500.0,35.7,1,20127595
481,점박이:한반도의 공룡3D,2012-01-26,1.0,457,9621468000,1040636,1776299500.0,187715,애니메이션,3,1,2012,20.3,0.0,1.0,1,35458.0,322727000.0,10.5,0,20100215
482,파괴된 사나이,2010-07-01,1.0,190,7820538614,1030285,2500843000.0,314477,드라마,0,1,2010,21.6,0.0,0.0,0,66505.0,488606200.0,18.8,1,20100353
483,지오스톰,2017-10-19,0.0,854,8480864614,1028384,2098804714.0,238747,액션,2,1,2017,26.3,1.0,0.0,1,87805.0,699873800.0,28.3,1,20173694
484,오직 그대만,2011-10-20,1.0,435,7591008500,1027622,2118827000.0,271148,멜로/로맨스,1,1,2011,22.7,0.0,1.0,1,58337.0,416459000.0,23.1,1,20112589
485,개구쟁이 스머프,2011-08-11,0.0,399,7722534000,1027438,1962882000.0,239071,애니메이션,3,1,2011,22.7,1.0,0.0,1,48777.0,364122000.0,9.5,1,20111540
486,로그 원: 스타워즈 스토리,2016-12-28,0.0,907,9047995594,1019309,3187685444.0,339042,액션,2,1,2016,24.0,1.0,0.0,1,145102.0,1026654200.0,22.4,1,20163183
487,본 레거시,2012-09-06,0.0,585,7412233000,1015711,2657138000.0,347976,액션,1,1,2012,20.3,1.0,0.0,1,95550.0,668125500.0,33.3,1,20126409
488,더 넌,2018-09-19,0.0,824,8777844795,1011580,2249634745.0,248861,공포(호러),1,1,2018,26.8,1.0,0.0,1,98719.0,807398600.0,22.9,0,20189262
489,심장이 뛴다,2011-01-05,1.0,445,7538083500,1006947,2315715000.0,293832,드라마,1,1,2011,22.7,0.0,1.0,1,51561.0,378654000.0,20.1,1,20101399
490,셔터 아일랜드,2010-03-18,0.0,275,7528114276,1006833,2935605000.0,373974,드라마,1,1,2010,21.6,0.0,1.0,1,47303.0,339988500.0,26.3,0,20100103
491,라푼젤,2011-02-10,0.0,328,10106348800,1006075,3838442500.0,361383,애니메이션,3,1,2011,22.7,1.0,0.0,1,22031.0,228834300.0,11.8,0,20101395
492,존 윅 3: 파라벨룸,2019-06-26,0.0,849,8204889876,1004347,2646216646.0,308367,액션,0,1,2019,29.0,0.0,0.0,0,132094.0,849163060.0,17.2,1,20196655
493,스카이스크래퍼,2018-07-11,0.0,831,8612111718,1002858,2058127718.0,232570,액션,2,1,2018,26.8,1.0,0.0,1,78615.0,632336000.0,21.3,1,20181443
494,맨 인 더 다크,2016-10-05,0.0,671,8445645672,999047,2347738772.0,267646,스릴러,0,1,2016,24.0,1.0,0.0,1,61267.0,481538200.0,21.6,0,20167481
495,염력,2018-01-31,1.0,1099,7484644112,990104,1855120412.0,238805,드라마,1,1,2018,26.8,0.0,1.0,1,264711.0,1617241600.0,37.4,0,20168323
496,방가? 방가!,2010-09-30,1.0,259,7129363141,989021,1867346500.0,244586,코미디,2,0,2010,21.6,0.0,0.0,0,23996.0,170571000.0,13.3,1,20100835
497,방황하는 칼날,2014-04-10,1.0,594,7806377800,987420,1950201400.0,234776,범죄,0,1,2014,20.1,0.0,1.0,1,66643.0,480974200.0,29.2,1,20129787
498,시체가 돌아왔다,2012-03-29,1.0,435,7357623000,986547,1804931500.0,228284,범죄,1,1,2012,20.3,0.0,1.0,1,47998.0,346333500.0,17.3,0,20124051
499,미쓰 와이프,2015-08-13,1.0,437,7357162869,984265,1676810469.0,221861,코미디,1,1,2015,19.9,0.0,0.0,0,56370.0,404203300.0,6.1,0,20143513
500,파퍼씨네 펭귄들,2011-09-07,0.0,333,7043993000,979739,2328595500.0,306323,코미디,3,1,2011,22.7,1.0,0.0,1,10258.0,74117500.0,4.9,0,20111571
501,로보캅,2014-02-13,0.0,627,7299641958,979509,2235608658.0,282862,액션,2,1,2014,20.1,1.0,0.0,1,92373.0,665546000.0,21.5,1,20134587
502,원더풀 라디오,2012-01-05,1.0,474,7193596000,977470,2018583000.0,259784,드라마,1,1,2012,20.3,0.0,1.0,1,60371.0,429958500.0,19.0,1,20113671
503,돈 크라이 마미,2012-11-22,1.0,444,6808882099,975462,1607844582.0,220683,스릴러,1,1,2012,20.3,0.0,0.0,0,107365.0,721913500.0,26.8,1,20124348
504,에픽 : 숲속의 전설,2013-08-07,0.0,471,6702639000,973703,1630346000.0,218343,애니메이션,3,1,2013,21.4,1.0,0.0,1,53747.0,365378500.0,6.9,0,20138202
505,"고산자, 대동여지도",2016-09-07,1.0,765,7777473258,971194,1911829638.0,230579,사극,3,1,2016,24.0,0.0,1.0,1,29603.0,216150500.0,7.6,1,20159648
506,우리는 형제입니다,2014-10-23,1.0,566,7263255399,970373,1554261699.0,198894,코미디,2,1,2014,20.1,0.0,1.0,1,62171.0,448389600.0,24.3,0,20148842
507,프로메테우스,2012-06-06,0.0,521,8583886099,970275,3548689099.0,372315,SF,0,1,2012,20.3,1.0,0.0,1,177078.0,1605118000.0,16.5,0,20125086
508,천문: 하늘에 묻는다,2019-12-26,1.0,1198,7808242950,965624,2113501840.0,258720,사극,2,1,2019,29.0,0.0,1.0,1,147537.0,886118900.0,17.1,0,20184571
509,전국노래자랑,2013-05-01,1.0,581,6606589000,963634,1536557000.0,217914,코미디,2,1,2013,21.4,0.0,1.0,1,94297.0,629058000.0,11.4,0,20121549
510,스타워즈: 라스트 제다이,2017-12-14,0.0,1107,8666688961,959577,3358015861.0,335664,액션,2,1,2017,26.3,1.0,0.0,1,115246.0,966980200.0,27.5,1,20170443
511,나랏말싸미,2019-07-24,1.0,1211,7871240823,958775,1862210553.0,222884,사극,3,1,2019,29.0,0.0,0.0,0,151261.0,1187248450.0,30.6,0,20182490
512,잭 더 자이언트 킬러,2013-02-28,0.0,507,7376481000,956154,2098720500.0,250941,판타지,2,1,2013,21.4,1.0,0.0,1,113999.0,822269000.0,19.7,1,20123641
513,허삼관,2015-01-14,1.0,621,7405415569,955175,1879461269.0,232983,드라마,2,1,2015,19.9,0.0,1.0,1,73635.0,551479100.0,14.3,0,20131262
514,스텝업4 : 레볼루션,2012-08-15,0.0,281,7157894000,953871,2323462500.0,290400,멜로/로맨스,2,1,2012,20.3,0.0,1.0,1,79915.0,619707000.0,5.7,0,20126448
515,불한당: 나쁜 놈들의 세상,2017-05-17,1.0,860,7654331125,951797,2109269425.0,254366,범죄,0,1,2017,26.3,0.0,1.0,1,95271.0,713315600.0,28.6,1,20164844
516,새미의 어드벤쳐,2010-12-15,0.0,311,8919480155,946615,2211410500.0,218696,애니메이션,3,1,2010,21.6,0.0,1.0,1,4292.0,41029000.0,1.9,0,20101348
517,월터의 상상은 현실이 된다,2013-12-31,0.0,378,6877576799,941672,2822983799.0,371403,어드벤처,2,1,2013,21.4,1.0,0.0,1,93788.0,644020000.0,8.3,0,20134046
518,크루즈 패밀리,2013-05-16,0.0,525,6540060500,941615,1762804500.0,238425,애니메이션,3,1,2013,21.4,0.0,1.0,1,14114.0,99120500.0,4.0,0,20135362
519,미 비포 유,2016-06-01,0.0,481,7618156490,939658,2857730290.0,343297,멜로/로맨스,2,1,2016,24.0,1.0,0.0,1,25214.0,189314900.0,5.2,0,20163215
520,평행이론,2010-02-18,1.0,272,6905140883,937029,1959571500.0,250326,스릴러,1,1,2010,21.6,0.0,1.0,1,48594.0,347061500.0,14.2,1,20090160
521,뽀로로 극장판 슈퍼썰매 대모험,2013-01-23,1.0,459,6819979500,929985,1575195500.0,201918,애니메이션,3,1,2013,21.4,0.0,1.0,1,12000.0,89109000.0,2.8,1,20123681
522,애나벨,2014-10-02,0.0,464,7081566943,925813,1769522843.0,222596,공포(호러),1,1,2014,20.1,1.0,0.0,1,81019.0,598757700.0,17.3,0,20141113
523,슈퍼배드 2,2013-09-12,0.0,421,6359208000,925108,1797102000.0,244423,애니메이션,3,1,2013,21.4,1.0,0.0,1,6262.0,39735500.0,1.3,1,20122089
524,매그니피센트 7,2016-09-14,0.0,579,7633490421,921317,2113986651.0,247071,액션,1,1,2016,24.0,1.0,0.0,1,112370.0,964570000.0,11.6,1,20163294
525,갓 오브 이집트,2016-03-03,0.0,618,7610472624,918678,2186618975.0,251912,어드벤처,2,1,2016,24.0,0.0,0.0,0,56814.0,455245100.0,21.3,1,20159162
526,주먹왕 랄프,2012-12-19,0.0,361,6589435500,918183,1831749500.0,239435,애니메이션,3,1,2012,20.3,1.0,0.0,1,96214.0,702503500.0,8.3,0,20129388
527,투어리스트,2010-12-09,0.0,439,6834421095,915359,2678458500.0,343506,드라마,1,1,2010,21.6,1.0,0.0,1,84722.0,599212000.0,30.7,0,20101212
528,썬더와 마법저택,2013-12-24,0.0,422,6113755500,904145,1277758000.0,179319,애니메이션,3,1,2013,21.4,0.0,1.0,1,18726.0,127945000.0,1.6,0,20134206
529,월요일이 사라졌다,2018-02-22,0.0,355,7489885100,903175,2030565300.0,239886,액션,1,0,2018,26.8,0.0,0.0,1,26575.0,210779900.0,8.9,1,20177946
530,점쟁이들,2012-10-03,1.0,479,6345293500,900054,1468531000.0,198356,코미디,1,1,2012,20.3,0.0,1.0,1,172469.0,1242898000.0,13.2,1,20113887
531,인랑,2018-07-25,1.0,1085,6994748173,897548,1768239473.0,216427,SF,1,1,2018,26.8,1.0,0.0,1,274510.0,1692595700.0,24.9,1,20170942
532,타이탄의 분노,2012-03-29,0.0,535,7591124500,893027,2199173000.0,239530,액션,2,1,2012,20.3,1.0,0.0,1,71799.0,629047000.0,31.5,0,20124717
533,그것,2017-09-06,0.0,837,7331422607,888386,1958970207.0,224114,공포(호러),1,1,2017,26.3,1.0,0.0,1,76925.0,607948000.0,21.9,0,20179696
534,몬스터 호텔,2013-01-17,0.0,489,6080221500,884885,1313395000.0,178356,애니메이션,3,1,2013,21.4,1.0,0.0,1,53476.0,360754000.0,10.6,1,20129156
535,메가마인드,2011-01-13,0.0,414,8688175500,875481,3275217500.0,304441,애니메이션,3,1,2011,22.7,0.0,1.0,1,38769.0,393582500.0,21.7,1,20102421
536,극장판 헬로카봇 : 백악기 시대,2018-08-01,1.0,758,6542619500,874967,1092117400.0,140632,애니메이션,3,1,2018,26.8,0.0,1.0,1,162242.0,1145177500.0,8.2,0,20186501
537,디스 민즈 워,2012-02-29,0.0,351,6661435000,873396,2606658000.0,326981,액션,1,1,2012,20.3,1.0,0.0,1,35337.0,250591500.0,8.6,1,20124096
538,스카이 라인,2010-11-24,0.0,431,6414538349,873079,1942653500.0,250264,액션,2,1,2010,21.6,0.0,0.0,0,56202.0,407428500.0,32.5,0,20101133
539,고死 두 번째 이야기: 교생실습,2010-07-28,1.0,320,5901045987,872594,1154161500.0,162101,공포(호러),1,1,2010,21.6,0.0,1.0,1,98937.0,659675500.0,18.4,0,20100326
540,열한시,2013-11-28,1.0,512,6097792000,870785,1703900000.0,230557,스릴러,1,1,2013,21.4,0.0,1.0,1,64960.0,426604500.0,21.5,0,20124402
541,몬스터 대학교,2013-09-12,0.0,381,5873833500,870065,1275663500.0,177219,애니메이션,3,1,2013,21.4,1.0,0.0,1,9957.0,64242500.0,2.1,1,20135001
542,개구쟁이 스머프 2,2013-08-01,0.0,478,5655415500,869805,1187088500.0,173681,애니메이션,3,1,2013,21.4,1.0,0.0,1,92058.0,596053000.0,7.0,0,20136761
543,미확인 동영상 : 절대클릭금지,2012-05-30,1.0,361,5939840500,867386,1053713000.0,145988,공포(호러),1,1,2012,20.3,0.0,1.0,1,16702.0,116850500.0,5.4,0,20110312
544,오리엔트 특급 살인,2017-11-29,0.0,707,6645385163,864757,2594405463.0,323682,드라마,2,1,2017,26.3,1.0,0.0,1,94340.0,556848900.0,17.7,1,20178581
545,엑스맨: 다크 피닉스,2019-06-05,0.0,991,7649216640,862744,2175317420.0,227564,액션,2,1,2019,29.0,1.0,0.0,1,122589.0,1063810560.0,18.5,0,20182387
546,레전드 오브 타잔,2016-06-29,0.0,593,7196970717,858402,1959397477.0,222047,액션,2,1,2016,24.0,1.0,0.0,1,84540.0,554446600.0,16.5,0,20163661
547,살인의뢰,2015-03-12,1.0,646,6986456737,855980,1716336937.0,201830,범죄,0,1,2015,19.9,0.0,0.0,0,80774.0,618816400.0,29.1,1,20148461
548,헝거게임: 모킹제이,2014-11-20,0.0,630,6400058044,854377,2215556744.0,283167,어드벤처,1,1,2014,20.1,0.0,1.0,1,88152.0,638324600.0,22.1,0,20140402
549,맨 인 블랙: 인터내셔널,2019-06-12,0.0,1151,7455439570,851040,2184582920.0,239685,액션,2,1,2019,29.0,0.0,1.0,1,115203.0,971377390.0,29.9,0,20196657
550,좋아해줘,2016-02-17,1.0,637,6572774337,848148,1904246337.0,234990,멜로/로맨스,2,1,2016,24.0,0.0,1.0,1,73132.0,545910500.0,13.3,1,20150977
551,만추,2011-02-17,1.0,444,6300514500,844103,2403086500.0,306882,멜로/로맨스,1,1,2011,22.7,0.0,1.0,1,102565.0,729896500.0,25.3,1,19820019
552,대립군,2017-05-31,1.0,809,6276963402,837500,1505100202.0,190990,드라마,1,1,2017,26.3,1.0,0.0,1,136240.0,800909400.0,21.3,0,20169348
553,존 카터: 바숨 전쟁의 서막,2012-03-08,0.0,508,7218670500,837426,1990997500.0,211589,SF,2,1,2012,20.3,1.0,0.0,1,41747.0,378683500.0,23.6,0,20124629
554,체포왕,2011-05-04,1.0,407,6146610500,831804,1785434000.0,228733,코미디,1,1,2011,22.7,0.0,1.0,1,35631.0,256088000.0,11.8,1,20119619
555,손님,2015-07-09,1.0,634,6385295880,827918,1717964980.0,213174,판타지,1,1,2015,19.9,0.0,1.0,1,144967.0,1056941500.0,26.8,1,20148844
556,인시디어스 3,2015-07-09,0.0,409,6396650620,825517,1542181920.0,191674,공포(호러),1,1,2015,19.9,1.0,0.0,1,38555.0,288966400.0,7.3,1,20150741
557,뽀로로 극장판 공룡섬 대모험,2017-12-07,1.0,803,6203897300,824079,1093529800.0,137767,애니메이션,3,1,2017,26.3,0.0,1.0,1,20700.0,143674000.0,6.7,1,20174846
558,남쪽으로 튀어,2013-02-06,1.0,428,5907297500,821918,1479390000.0,198233,코미디,1,1,2013,21.4,0.0,1.0,1,45840.0,311539500.0,8.5,1,20125990
559,베이비 드라이버,2017-09-14,0.0,778,6688509214,821419,2396693714.0,284626,액션,1,1,2017,26.3,1.0,0.0,1,51772.0,388963100.0,20.2,0,20171090
560,브리짓 존스의 베이비,2016-09-28,0.0,509,6678585874,820995,2641542374.0,314889,코미디,1,1,2016,24.0,1.0,0.0,1,41530.0,242184200.0,5.6,0,20168885
561,레드슈즈,2019-07-25,1.0,717,6102923190,817547,1380911550.0,201881,애니메이션,3,1,2019,29.0,0.0,1.0,1,34635.0,258030910.0,7.1,0,20198323
562,틴틴 : 유니콘호의 비밀,2011-12-07,0.0,644,6721820500,814023,2231009500.0,254024,애니메이션,3,1,2011,22.7,0.0,1.0,1,26272.0,227288500.0,14.7,0,20112542
563,하트 오브 더 씨,2015-12-03,0.0,535,6779908023,809755,2013490023.0,227317,액션,2,1,2015,19.9,1.0,0.0,1,44675.0,391556900.0,16.0,0,20144683
564,헝거게임: 더 파이널,2015-11-18,0.0,661,6070679163,806709,2032143445.0,257953,액션,1,1,2015,19.9,0.0,1.0,1,46781.0,356712800.0,13.1,1,20151481
565,킹스 스피치,2011-03-17,0.0,317,5963126500,806248,2670236000.0,344099,드라마,2,1,2011,22.7,0.0,0.0,0,26011.0,182514500.0,15.4,1,20119637
566,하늘에서 음식이 내린다면 2,2013-11-21,0.0,545,5423213000,800062,1182203500.0,162353,애니메이션,3,1,2013,21.4,1.0,0.0,1,11643.0,74933500.0,3.4,1,20133701
567,카트,2014-11-13,1.0,544,5809735433,799275,1446480033.0,189714,드라마,2,1,2014,20.1,0.0,0.0,1,101033.0,690142700.0,17.3,1,20136802
568,A-특공대,2010-06-10,0.0,330,5890424042,791173,1983672000.0,253638,액션,1,1,2010,21.6,1.0,0.0,1,39099.0,280770500.0,15.2,1,20100295
569,화이트: 저주의 멜로디,2011-06-09,1.0,305,5587166000,790954,1093550000.0,146776,공포(호러),1,1,2011,22.7,0.0,1.0,1,18589.0,134221000.0,8.3,0,20110233
570,상의원,2014-12-24,1.0,466,6202433964,790158,1904029164.0,236326,사극,1,1,2014,20.1,0.0,1.0,1,108567.0,828912900.0,9.6,0,20147176
571,잭 리처,2013-01-17,0.0,431,5758577000,784031,1767476500.0,230355,액션,1,1,2013,21.4,0.0,1.0,1,75139.0,529329000.0,15.6,1,20123333
572,관능의 법칙,2014-02-13,1.0,591,5808789500,773996,1798198300.0,231102,드라마,0,1,2014,20.1,0.0,1.0,1,58083.0,401253500.0,13.0,1,20130561
573,그랜드 부다페스트 호텔,2014-03-20,0.0,163,6012395982,773649,3516635882.0,444985,미스터리,0,0,2014,20.1,1.0,0.0,1,8041.0,59262500.0,2.8,0,20147727
574,푸른소금,2011-08-31,1.0,476,5739824500,771699,1634205500.0,208701,액션,1,1,2011,22.7,0.0,1.0,1,54996.0,398245000.0,20.7,0,20110301
575,나는 왕이로소이다,2012-08-08,1.0,471,5317185404,768971,1274113835.0,176961,사극,2,1,2012,20.3,0.0,1.0,1,65664.0,418311000.0,9.2,1,20124080
576,상류사회,2018-08-29,1.0,867,6313416163,768442,1519155763.0,181389,드라마,0,1,2018,26.8,0.0,1.0,1,131795.0,843052500.0,24.3,0,20177537
577,뽀로로 극장판 보물섬 대모험,2019-04-25,1.0,736,5886268900,766758,1016498870.0,126872,애니메이션,3,1,2019,29.0,0.0,1.0,1,16260.0,113249440.0,1.5,0,20198183
578,레슬러,2018-05-09,1.0,957,6440492657,765963,1392248057.0,159549,드라마,1,1,2018,26.8,0.0,1.0,1,63660.0,503920900.0,28.5,1,20177005
579,토르: 마법망치의 전설,2012-02-09,0.0,383,5529185000,765315,1122505000.0,146284,애니메이션,3,1,2012,20.3,0.0,1.0,1,7697.0,55716000.0,2.5,1,20113920
580,레지던트 이블: 파멸의 날,2017-01-25,0.0,599,6422202365,765259,1676603015.0,193951,액션,0,1,2017,26.3,1.0,0.0,1,71038.0,475128400.0,12.5,1,20168688
581,공각기동대 : 고스트 인 더 쉘,2017-03-29,0.0,807,6285970884,764072,1900110084.0,222563,SF,1,1,2017,26.3,0.0,1.0,1,114618.0,749148100.0,25.2,1,20163194
582,리오 2,2014-05-01,0.0,598,5631146900,761404,1224776100.0,159313,애니메이션,3,1,2014,20.1,1.0,0.0,1,45775.0,325064000.0,5.5,0,20138962
583,스플릿,2016-11-09,1.0,702,6097721539,757430,1497661939.0,177946,드라마,1,1,2016,24.0,0.0,0.0,1,33686.0,252358900.0,15.3,0,20163521
584,"안녕, 헤이즐",2014-08-13,0.0,323,5795507000,744387,1934275000.0,238850,드라마,2,1,2014,20.1,1.0,0.0,1,29696.0,223415800.0,3.4,1,20149846
585,주유소 습격사건 2,2010-01-21,1.0,322,5466499511,742475,1378973500.0,176464,액션,1,1,2010,21.6,0.0,0.0,0,54064.0,385891000.0,16.2,1,20090895
586,런던 해즈 폴른,2016-03-10,0.0,523,5908203979,731551,1743777879.0,207959,액션,1,1,2016,24.0,0.0,0.0,0,36440.0,273311600.0,15.5,1,20151884
587,더 파이브,2013-11-14,1.0,501,5343797000,731212,1474402500.0,192286,스릴러,0,1,2013,21.4,0.0,1.0,1,47976.0,328675000.0,9.7,1,20134801
588,캣츠,2019-12-24,0.0,1143,6093167690,728328,2092864760.0,240803,뮤지컬,2,1,2019,29.0,1.0,0.0,1,186889.0,1565114230.0,19.3,1,20192721
589,스파이더맨: 뉴 유니버스,2018-12-12,0.0,722,6008476176,723450,2397450086.0,276005,애니메이션,2,1,2018,26.8,1.0,0.0,1,40476.0,313158050.0,11.2,0,20183238
590,물괴,2018-09-12,1.0,1183,6104164954,723414,1317227754.0,149475,액션,1,1,2018,26.8,0.0,1.0,1,105255.0,839276950.0,40.3,1,20156554
591,미쓰백,2018-10-11,1.0,638,6027243066,720558,1575923166.0,184908,드라마,1,1,2018,26.8,0.0,0.0,1,21887.0,175564100.0,9.2,0,20189067
592,신데렐라,2015-03-19,0.0,531,5499767900,716386,1654573800.0,205943,멜로/로맨스,3,1,2015,19.9,1.0,0.0,1,34177.0,261508600.0,15.6,1,20156841
593,풍산개,2011-06-23,1.0,286,5395019500,714102,1709358000.0,217988,드라마,0,1,2011,22.7,0.0,1.0,1,40493.0,294115500.0,17.4,1,20110251
594,고질라,2014-05-15,0.0,610,5972847963,709734,1655498463.0,180321,액션,2,1,2014,20.1,1.0,0.0,1,89080.0,730179600.0,25.2,0,20147874
595,마음이2,2010-07-21,1.0,261,4705692210,707748,988226500.0,143504,드라마,3,0,2010,21.6,0.0,1.0,1,32269.0,212082000.0,7.4,0,20100380
596,국가대표 2,2016-08-10,1.0,562,5424324942,703024,1319827542.0,166219,드라마,2,1,2016,24.0,0.0,0.0,0,61508.0,446883400.0,6.2,0,20150968
597,내 깡패 같은 애인,2010-05-20,1.0,248,5109441315,699973,1408953500.0,182817,드라마,1,0,2010,21.6,0.0,1.0,1,30549.0,216807000.0,9.2,0,20100256
598,트랜센던스,2014-05-14,0.0,417,5478201500,696412,2099194700.0,256854,SF,2,1,2014,20.1,0.0,1.0,1,47918.0,361383800.0,17.9,0,20130522
599,통증,2011-09-07,1.0,317,5207167000,693101,1461450500.0,184530,멜로/로맨스,1,1,2011,22.7,0.0,1.0,1,25231.0,180705500.0,11.9,0,20110303
600,인페르노,2016-10-19,0.0,754,5656281303,689071,1920944703.0,224942,미스터리,1,1,2016,24.0,1.0,0.0,1,60052.0,464795500.0,18.8,0,20156007
601,명탐정 피카츄,2019-05-09,0.0,817,5730788546,686809,1767248906.0,201613,액션,3,1,2019,29.0,1.0,0.0,1,27354.0,222935100.0,9.4,0,20198598
602,스텝 업 3D,2010-08-05,0.0,253,7462604919,682712,2419206500.0,214074,드라마,2,1,2010,21.6,0.0,0.0,0,50312.0,546857500.0,10.4,1,20100382
603,픽셀,2015-07-16,0.0,557,5390909947,681945,1644960347.0,195473,액션,2,1,2015,19.9,1.0,0.0,1,68692.0,538752600.0,18.0,0,20158241
604,앵그리버드 더 무비,2016-05-19,0.0,661,5218111744,680606,1150894444.0,140314,애니메이션,3,1,2016,24.0,1.0,0.0,1,10198.0,74724100.0,3.0,1,20156207
605,신비아파트: 금빛 도깨비와 비밀의 동굴,2018-07-25,1.0,762,5001247250,678091,699258600.0,91723,애니메이션,3,1,2018,26.8,0.0,1.0,1,36633.0,244738500.0,3.6,1,20185242
606,트롤,2017-02-16,0.0,622,5011161500,675966,1057171000.0,136139,애니메이션,3,1,2017,26.3,0.0,1.0,1,29500.0,194536300.0,6.2,0,20161744
607,신비아파트 극장판 하늘도깨비 대 요르문간드,2019-12-19,1.0,841,5299942440,672122,685418380.0,82269,애니메이션,3,1,2019,29.0,0.0,1.0,1,22805.0,171126580.0,3.1,0,20198374
608,고양이: 죽음을 보는 두 개의 눈,2011-07-07,1.0,304,4767098000,670295,1119188000.0,149463,공포(호러),1,1,2011,22.7,0.0,1.0,1,56183.0,396736500.0,14.1,1,20110296
